kitsu_id,slug,title_canonical,title_en,title_ja,synopsis_clean,doc_text,tags_all_json
68,hunter-x-hunter,Hunter x Hunter,Hunter x Hunter,HUNTER×HUNTER,"Hunters are a special breed, dedicated to tracking down treasures, magical beasts, and even other men. But such pursuits require a license, and less than one in a hundred thousand can pass the grueling qualification exam. Those who do pass gain access to restricted areas, amazing stores of information, and the right to call themselves Hunters.","Titres: Hunter x Hunter | HUNTER×HUNTER
Synopsis: Hunters are a special breed, dedicated to tracking down treasures, magical beasts, and even other men. But such pursuits require a license, and less than one in a hundred thousand can pass the grueling qualification exam. Those who do pass gain access to restricted areas, amazing stores of information, and the right to call themselves Hunters.
Tags: Action, Adventure, Fantasy, Fantasy World, Psychological, Shounen, Super Power
Auteurs: Yoshihiro Togashi (Scénario & Dessin)","[""Action"", ""Adventure"", ""Fantasy"", ""Fantasy World"", ""Psychological"", ""Shounen"", ""Super Power""]"
78,ouran-koukou-host-club,Ouran Koukou Host Club,Ouran High School Host Club,桜蘭高校ホスト部,"Haruhi sticks out like a sore thumb as a poor, smart girl who got into the hoity-toity Ouran High School on talent alone. When she mistakenly wanders into the meeting room of the host club and breaks a valuable vase, she's recruited to join the club. Realistic and sarcastic, Haruhi isn't used to being around crazy people like the princely Tamaki, scheming Kyouya, silent Mori, immature Hunny, and devilish Hikaru and Kaoru, but she's got no choice if she ever wants to pay earn what she owes. Too bad the club is made for girls to come and be entertained by gorgeous guys -- and Haruhi's been mistaken for a boy! Includes chapters of the story ""Romantic Egoist"" in various volumes, starring a pair of twins who play matchmaker with their fellow students, teachers and the like. Note: The final volume contains a special bonus chapter where the group travels to Spain.","Titres: Ouran Koukou Host Club | Ouran High School Host Club | 桜蘭高校ホスト部
Synopsis: Haruhi sticks out like a sore thumb as a poor, smart girl who got into the hoity-toity Ouran High School on talent alone. When she mistakenly wanders into the meeting room of the host club and breaks a valuable vase, she's recruited to join the club. Realistic and sarcastic, Haruhi isn't used to being around crazy people like the princely Tamaki, scheming Kyouya, silent Mori, immature Hunny, and devilish Hikaru and Kaoru, but she's got no choice if she ever wants to pay earn what she owes. Too bad the club is made for girls to come and be entertained by gorgeous guys -- and Haruhi's been mistaken for a boy! Includes chapters of the story ""Romantic Egoist"" in various volumes, starring a pair of twins who play matchmaker with their fellow students, teachers and the like. Note: The final volume contains a special bonus chapter where the group travels to Spain.
Tags: Comedy, Drama, Gender Bender, Harem, Reverse Harem, Romance, School, School Life
Auteurs: Bisco Hatori (Scénario & Dessin)","[""Comedy"", ""Drama"", ""Gender Bender"", ""Harem"", ""Reverse Harem"", ""Romance"", ""School"", ""School Life""]"
111,dragon-ball,Dragon Ball,Dragon Ball,ドラゴンボール,"Dragon Ball follows the adventures of Son Goku from his childhood through adulthood as he trains in martial arts and explores the world in search of the seven mystical orbs known as the Dragon Balls, which can summon a wish-granting dragon when gathered. Along his journey, Goku makes several friends and battles a wide variety of villains, many of whom also seek the Dragon Balls for their own desires. Along the way becoming the strongest warrior in the universe. Part II of Dragon Ball is also known as 'Dragon Ball Z' in North America. Volumes 17-42 were published in North America under the name Dragon Ball Z.","Titres: Dragon Ball | ドラゴンボール
Synopsis: Dragon Ball follows the adventures of Son Goku from his childhood through adulthood as he trains in martial arts and explores the world in search of the seven mystical orbs known as the Dragon Balls, which can summon a wish-granting dragon when gathered. Along his journey, Goku makes several friends and battles a wide variety of villains, many of whom also seek the Dragon Balls for their own desires. Along the way becoming the strongest warrior in the universe. Part II of Dragon Ball is also known as 'Dragon Ball Z' in North America. Volumes 17-42 were published in North America under the name Dragon Ball Z.
Tags: Action, Adventure, Comedy, Martial Arts, Science Fiction, Shounen, Super Power
Auteurs: Akira Toriyama (Scénario & Dessin)","[""Action"", ""Adventure"", ""Comedy"", ""Martial Arts"", ""Science Fiction"", ""Shounen"", ""Super Power""]"
133,slam-dunk,Slam Dunk,Slam Dunk,SLAM DUNK,"Winning isn't everything in the game of basketball, but who wants to come in second? It takes dedication and discipline to be the best, and the Shohoku High hoops team wants to be just that. They have one last year to make their captain's dream of reaching the finals come true--will they do it? Takehiko Inoue's legendary beloved basketball manga is finally here and the tale of a lifetime is in your hands. Hanamichi Sakuragi's got no game with girls--none at all! It doesn't help that he's known for throwing down at a moment's notice and always coming out on top. A hopeless bruiser, he's been rejected by 50 girls in a row! All that changes when he meets the girl of his dreams, Haruko, and she's actually not afraid of him! When she introduces him to the game of basketball, his life is changed forever... Included one-shot: Volume 31: Slam Dunk: 10 Days After","Titres: Slam Dunk | SLAM DUNK
Synopsis: Winning isn't everything in the game of basketball, but who wants to come in second? It takes dedication and discipline to be the best, and the Shohoku High hoops team wants to be just that. They have one last year to make their captain's dream of reaching the finals come true--will they do it? Takehiko Inoue's legendary beloved basketball manga is finally here and the tale of a lifetime is in your hands. Hanamichi Sakuragi's got no game with girls--none at all! It doesn't help that he's known for throwing down at a moment's notice and always coming out on top. A hopeless bruiser, he's been rejected by 50 girls in a row! All that changes when he meets the girl of his dreams, Haruko, and she's actually not afraid of him! When she introduces him to the game of basketball, his life is changed forever... Included one-shot: Volume 31: Slam Dunk: 10 Days After
Tags: Basketball, Comedy, Drama, School, School Clubs, School Life, Shounen, Sports
Auteurs: Takehiko Inoue (Scénario & Dessin)","[""Basketball"", ""Comedy"", ""Drama"", ""School"", ""School Clubs"", ""School Life"", ""Shounen"", ""Sports""]"
267,fruits-basket,Fruits Basket,Fruits Basket,フルーツバスケット,"Tohru Honda is a high school freshman who is having a serious bout of misfortune. Not only was she recently orphaned with the tragedy of her mother's death, but she also has no where to live and is currently residing in a tent! However, when her luck to seems to be at its worse, she meets the Sohma family - and is invited to stay with them in exchange for taking care of the household chores. But it isn't long before Tohru discovers the Sohmas have deep a secret. The family is cursed by the spirits of the Chinese Zodiac, and some of the children born into the Sohma family are possessed by these spirits. When possessed, they cannot be ""huggled"" by the opposite sex, or they transform into their respective Zodiac animal! However, this doesn't phase Tohru, who promises to keep their secret. She continues living with them, and her grave humbleness and thankfulness never wanes. As a result, they come to be very important people in her life, and the Sohmas begin to realize how very lucky they are to have her.","Titres: Fruits Basket | フルーツバスケット
Synopsis: Tohru Honda is a high school freshman who is having a serious bout of misfortune. Not only was she recently orphaned with the tragedy of her mother's death, but she also has no where to live and is currently residing in a tent! However, when her luck to seems to be at its worse, she meets the Sohma family - and is invited to stay with them in exchange for taking care of the household chores. But it isn't long before Tohru discovers the Sohmas have deep a secret. The family is cursed by the spirits of the Chinese Zodiac, and some of the children born into the Sohma family are possessed by these spirits. When possessed, they cannot be ""huggled"" by the opposite sex, or they transform into their respective Zodiac animal! However, this doesn't phase Tohru, who promises to keep their secret. She continues living with them, and her grave humbleness and thankfulness never wanes. As a result, they come to be very important people in her life, and the Sohmas begin to realize how very lucky they are to have her.
Tags: Angst, Asia, Bishounen, Comedy, Contemporary Fantasy, Drama, Earth, Fantasy, Female Student, High School, Japan, Magic, Present, Reverse Harem, Romance, School, School Life, Shoujo, Slapstick, Slice of Life, Supernatural","[""Angst"", ""Asia"", ""Bishounen"", ""Comedy"", ""Contemporary Fantasy"", ""Drama"", ""Earth"", ""Fantasy"", ""Female Student"", ""High School"", ""Japan"", ""Magic"", ""Present"", ""Reverse Harem"", ""Romance"", ""School"", ""School Life"", ""Shoujo"", ""Slapstick"", ""Slice of Life"", ""Supernatural""]"
272,yotsubato,Yotsubato!,Yotsuba&!,よつばと!,"Yotsuba's daily life is full of adventure. She is energetic, curious, and a bit odd—odd enough to be called strange by her father as well as ignorant of many things that even a five-year-old should know. Because of this, the most ordinary experience can become an adventure for her. As the days progress, she makes new friends and shows those around her that every day can be enjoyable.","Titres: Yotsubato! | Yotsuba&! | よつばと!
Synopsis: Yotsuba's daily life is full of adventure. She is energetic, curious, and a bit odd—odd enough to be called strange by her father as well as ignorant of many things that even a five-year-old should know. Because of this, the most ordinary experience can become an adventure for her. As the days progress, she makes new friends and shows those around her that every day can be enjoyable.
Tags: Comedy, Family, Friendship, Japan, Seinen, Slice of Life, Thriller","[""Comedy"", ""Family"", ""Friendship"", ""Japan"", ""Seinen"", ""Slice of Life"", ""Thriller""]"
906,kiseijuu,Kiseijuu,Parasyte,寄生獣,"They arrive in silence and darkness. They descend from the skies. They have a hunger for human flesh. They are everywhere. They are parasites, alien creatures who must invade–and take control of–a human host to survive. And once they have infected their victims, they can assume any deadly form they choose: monsters with giant teeth, winged demons, creatures with blades for hands. But most have chosen to conceal their lethal purpose behind ordinary human faces. So no one knows their secret–except an ordinary high school student. Shin is battling for control of his own body against an alien parasite, but can he find a way to warn humanity of the horrors to come?","Titres: Kiseijuu | Parasyte | 寄生獣
Synopsis: They arrive in silence and darkness. They descend from the skies. They have a hunger for human flesh. They are everywhere. They are parasites, alien creatures who must invade–and take control of–a human host to survive. And once they have infected their victims, they can assume any deadly form they choose: monsters with giant teeth, winged demons, creatures with blades for hands. But most have chosen to conceal their lethal purpose behind ordinary human faces. So no one knows their secret–except an ordinary high school student. Shin is battling for control of his own body against an alien parasite, but can he find a way to warn humanity of the horrors to come?
Tags: Action, Alien, Drama, Genetic Modification, Horror, Humanoid Alien, Parasite, Plot Continuity, Psychological, Science Fiction, Seinen, Thriller
Auteurs: Hitoshi Iwaaki (Scénario & Dessin)","[""Action"", ""Alien"", ""Drama"", ""Genetic Modification"", ""Horror"", ""Humanoid Alien"", ""Parasite"", ""Plot Continuity"", ""Psychological"", ""Science Fiction"", ""Seinen"", ""Thriller""]"
983,uzumaki,Uzumaki,Uzumaki Spiral into Horror,うずまき,"Kurozu-cho, a small fogbound town on the coast of Japan, is cursed. According to Shuichi Saito, the withdrawn boyfriend of teenager Kirie Goshima, their town is haunted not by a person or being but by a pattern: uzumaki, the spiral, the hypnotic secret shape of the world. It manifests itself in small ways: seashells, ferns, whirlpools in water, whirlwinds in air. And in large ways: the spiral marks on people's bodies, the insane obsessions of Shuichi's father, the voice from the cochlea in your inner ear. As the madness spreads, the inhabitants of Kurouzu-cho are pulled ever deeper, as if into a whirlpool from which there is no return... Chosen by the American Library Association (ALA) as one of the Top Ten Great Graphic Novels for Teens 2009. (Vol. 1)","Titres: Uzumaki | Uzumaki Spiral into Horror | うずまき
Synopsis: Kurozu-cho, a small fogbound town on the coast of Japan, is cursed. According to Shuichi Saito, the withdrawn boyfriend of teenager Kirie Goshima, their town is haunted not by a person or being but by a pattern: uzumaki, the spiral, the hypnotic secret shape of the world. It manifests itself in small ways: seashells, ferns, whirlpools in water, whirlwinds in air. And in large ways: the spiral marks on people's bodies, the insane obsessions of Shuichi's father, the voice from the cochlea in your inner ear. As the madness spreads, the inhabitants of Kurouzu-cho are pulled ever deeper, as if into a whirlpool from which there is no return... Chosen by the American Library Association (ALA) as one of the Top Ten Great Graphic Novels for Teens 2009. (Vol. 1)
Tags: Dementia, Drama, Horror, Psychological, Romance, Seinen, Supernatural, Thriller
Auteurs: Junji Ito (Scénario & Dessin)","[""Dementia"", ""Drama"", ""Horror"", ""Psychological"", ""Romance"", ""Seinen"", ""Supernatural"", ""Thriller""]"
1282,gantz,Gantz,Gantz,GANTZ,"Thought your life was bad? Sometimes, death is worse. There is no salvation, peace, nor god waiting to receive you into their care. But wait, a god? Maybe you are talking about that big black ball stuck in the room with you. Now you are thrown into a game, fighting green aliens and robot monsters for the chance to survive. When Kei Kurono is killed, he thus finds himself caught in such a game; a test of his skills, morals and will to survive. His life is not his own, his death spat and trampled upon over and over again. What happens if he does not listen? God knows. A word of warning: Gantz is not for the faint-hearted, but neither is it as simple as it looks. Gore, rape and violence is rampant, as are portrayals of greed, violence, and all the ugliness that one sees in society today.","Titres: Gantz | GANTZ
Synopsis: Thought your life was bad? Sometimes, death is worse. There is no salvation, peace, nor god waiting to receive you into their care. But wait, a god? Maybe you are talking about that big black ball stuck in the room with you. Now you are thrown into a game, fighting green aliens and robot monsters for the chance to survive. When Kei Kurono is killed, he thus finds himself caught in such a game; a test of his skills, morals and will to survive. His life is not his own, his death spat and trampled upon over and over again. What happens if he does not listen? God knows. A word of warning: Gantz is not for the faint-hearted, but neither is it as simple as it looks. Gore, rape and violence is rampant, as are portrayals of greed, violence, and all the ugliness that one sees in society today.
Tags: Action, Alien, Drama, Ecchi, Gore, Horror, Psychological, Science Fiction, Seinen, Supernatural, Thriller, Violence
Auteurs: Hiroya Oku (Scénario & Dessin)","[""Action"", ""Alien"", ""Drama"", ""Ecchi"", ""Gore"", ""Horror"", ""Psychological"", ""Science Fiction"", ""Seinen"", ""Supernatural"", ""Thriller"", ""Violence""]"
1329,claymore,Claymore,Claymore,CLAYMORE [クレイモア],"In a world constantly haunted by demonic predators known as ""Youma"", the everyday life of humans is full of fear and suspicion, as these monsters easily blend into human society to hunt their hapless prey. However, in this world, there is also a mysterious organization, employing half-human, half-Youma warriors to effectively track down and kill the demons. Called ""silver eyed witches"" or ""Claymores"" after the huge Claymore swords they carry, these female warriors are eyed with suspicion and distrust by most because of their inhuman powers. But there are many currents flowing in the shadows, from the mysterious machinations of the Claymore ""Organization"" and the twisted ambitions of the powerful ""Abyssal Ones"" to the hopes and desires of each Claymore warrior. This story follows the fate of Clare, one of the Claymore operatives as she sails deeper and deeper down the currents of conspiracies and revenge. Note: 4 Extra chapters are included in the chapter count on this page.","Titres: Claymore | CLAYMORE [クレイモア]
Synopsis: In a world constantly haunted by demonic predators known as ""Youma"", the everyday life of humans is full of fear and suspicion, as these monsters easily blend into human society to hunt their hapless prey. However, in this world, there is also a mysterious organization, employing half-human, half-Youma warriors to effectively track down and kill the demons. Called ""silver eyed witches"" or ""Claymores"" after the huge Claymore swords they carry, these female warriors are eyed with suspicion and distrust by most because of their inhuman powers. But there are many currents flowing in the shadows, from the mysterious machinations of the Claymore ""Organization"" and the twisted ambitions of the powerful ""Abyssal Ones"" to the hopes and desires of each Claymore warrior. This story follows the fate of Clare, one of the Claymore operatives as she sails deeper and deeper down the currents of conspiracies and revenge. Note: 4 Extra chapters are included in the chapter count on this page.
Tags: Action, Adventure, Angst, Dark Fantasy, Demon, Drama, Dystopia, Fantasy, Fantasy World, Horror, Past, Plot Continuity, Stereotypes, Super Power, Swordplay, Violence
Auteurs: Norihiro Yagi (Scénario & Dessin)","[""Action"", ""Adventure"", ""Angst"", ""Dark Fantasy"", ""Demon"", ""Drama"", ""Dystopia"", ""Fantasy"", ""Fantasy World"", ""Horror"", ""Past"", ""Plot Continuity"", ""Stereotypes"", ""Super Power"", ""Swordplay"", ""Violence""]"
1361,fairy-tail,Fairy Tail,Fairy Tail,FAIRY TAIL,"In the mystical realm of Earth Land, magic exists at the core of everyday life for its inhabitants, from transportation to utilities and everything in between. However, even with all its benefits, magic can also be used for great evil; therefore, to prevent dark forces from upsetting the natural order of things, there exists a system of magical guilds in the Kingdom of Fiore. Under the command of their respective guild masters, these guilds are made up of witches and wizards who take on various job requests to earn fame and fortune. One particular guild stands high above the rest in both strength and spirit, and its name is Fairy Tail. In his quest to find his dragon foster father—Igneel—Natsu Dragneel, a fiery and reckless mage, and his partner Happy run into a young celestial mage by the name of Lucy Heartfilia, who reveals that it's her dream to become a full-fledged wizard and join the Fairy Tail guild. After rescuing her from an abduction attempt, Natsu offers her a home in Fairy Tail. Now a member of the guild, Lucy teams up with Natsu and befriends fellow wizards Gray Fullbuster and Erza ""Titania"" Scarlet. Together, this motley crew set out on their many adventures, gaining many faithful allies and deadly foes along the way.","Titres: Fairy Tail | FAIRY TAIL
Synopsis: In the mystical realm of Earth Land, magic exists at the core of everyday life for its inhabitants, from transportation to utilities and everything in between. However, even with all its benefits, magic can also be used for great evil; therefore, to prevent dark forces from upsetting the natural order of things, there exists a system of magical guilds in the Kingdom of Fiore. Under the command of their respective guild masters, these guilds are made up of witches and wizards who take on various job requests to earn fame and fortune. One particular guild stands high above the rest in both strength and spirit, and its name is Fairy Tail. In his quest to find his dragon foster father—Igneel—Natsu Dragneel, a fiery and reckless mage, and his partner Happy run into a young celestial mage by the name of Lucy Heartfilia, who reveals that it's her dream to become a full-fledged wizard and join the Fairy Tail guild. After rescuing her from an abduction attempt, Natsu offers her a home in Fairy Tail. Now a member of the guild, Lucy teams up with Natsu and befriends fellow wizards Gray Fullbuster and Erza ""Titania"" Scarlet. Together, this motley crew set out on their many adventures, gaining many faithful allies and deadly foes along the way.
Tags: Action, Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Sports, Super Power
Auteurs: Hiro Mashima (Scénario & Dessin)","[""Action"", ""Adventure"", ""Comedy"", ""Ecchi"", ""Fantasy"", ""Magic"", ""Shounen"", ""Sports"", ""Super Power""]"
1388,skip-beat,Skip Beat!,Skip Beat!,スキップ・ビート！,"Kyoko Mogami followed her true love Sho to Tokyo to support him while he made it big as an idol. But he’s casting her out now that he’s famous enough! Kyoko won’t suffer in silence—she’s going to get her sweet revenge by beating Sho in show biz! Kyoko’s broken heart and creepy rage keeps her from getting into her talent agency of choice. The eccentric president of the agency decides to give her a second chance, but it requires her to wear a bright pink uniform, put up with spoiled stars, and try to live up to the name of her new position—The Love Me Section! Can Kyoko stand the indignity long enough to find her vengeance?","Titres: Skip Beat! | スキップ・ビート！
Synopsis: Kyoko Mogami followed her true love Sho to Tokyo to support him while he made it big as an idol. But he’s casting her out now that he’s famous enough! Kyoko won’t suffer in silence—she’s going to get her sweet revenge by beating Sho in show biz! Kyoko’s broken heart and creepy rage keeps her from getting into her talent agency of choice. The eccentric president of the agency decides to give her a second chance, but it requires her to wear a bright pink uniform, put up with spoiled stars, and try to live up to the name of her new position—The Love Me Section! Can Kyoko stand the indignity long enough to find her vengeance?
Tags: Comedy, Drama, Romance, Shoujo
Auteurs: Yoshiki Nakamura (Scénario & Dessin)","[""Comedy"", ""Drama"", ""Romance"", ""Shoujo""]"
1456,vinland-saga,Vinland Saga,Vinland Saga,ヴィンランド・サガ,"As a child, Thorfinn sat at the feet of the great Leif Ericson and thrilled to wild tales of a land far to the west. But his youthful fantasies were shattered by a mercenary raid. Raised by the Vikings who murdered his father, Thorfinn became a terrifying warrior, forever seeking to kill the band's leader, Askeladd, and avenge his father. Sustaining Thorfinn through his ordeal are his pride in his family and his dreams of a fertile westward land, a land without war or slavery … the land Leif called Vinland. Notes: - Won the Grand Prize at the Japan Media Arts Festival in 2009. - Winner of the 36th Kodansha Manga Award in the General category in 2012.","Titres: Vinland Saga | ヴィンランド・サガ
Synopsis: As a child, Thorfinn sat at the feet of the great Leif Ericson and thrilled to wild tales of a land far to the west. But his youthful fantasies were shattered by a mercenary raid. Raised by the Vikings who murdered his father, Thorfinn became a terrifying warrior, forever seeking to kill the band's leader, Askeladd, and avenge his father. Sustaining Thorfinn through his ordeal are his pride in his family and his dreams of a fertile westward land, a land without war or slavery … the land Leif called Vinland. Notes: - Won the Grand Prize at the Japan Media Arts Festival in 2009. - Winner of the 36th Kodansha Manga Award in the General category in 2012.
Tags: Action, Adventure, Coming Of Age, Drama, Europe, Historical, Past, Plot Continuity, Revenge, Seinen, Thriller, War
Auteurs: Makoto Yukimura (Scénario & Dessin)","[""Action"", ""Adventure"", ""Coming Of Age"", ""Drama"", ""Europe"", ""Historical"", ""Past"", ""Plot Continuity"", ""Revenge"", ""Seinen"", ""Thriller"", ""War""]"
